POC,x,y,width,height,qtDepth,mtDepth,predMode
16,128,128,32,8,2,1,0
16,128,136,16,4,2,3,1
16,144,136,16,4,2,3,0
16,128,140,16,8,2,3,0
16,144,140,16,8,2,3,1
16,128,148,32,4,2,2,0
16,128,152,32,4,2,2,0
16,128,156,16,4,2,3,0
16,144,156,16,4,2,3,1
16,160,128,32,4,2,3,1
16,160,132,32,4,2,3,0
16,160,136,32,4,2,3,0
16,160,140,32,4,2,3,0
16,160,144,16,4,2,3,0
16,176,144,16,4,2,3,0
16,160,148,16,8,2,3,0
16,176,148,16,8,2,3,0
16,160,156,8,4,2,3,1
16,168,156,16,4,2,3,1
16,184,156,8,4,2,3,1
16,128,160,8,4,3,3,1
16,136,160,8,4,3,3,1
16,128,164,16,4,3,2,0
16,128,168,16,4,3,2,1
16,128,172,16,4,3,2,0
16,144,160,8,4,3,3,0
16,152,160,8,4,3,3,0
16,144,164,4,4,3,3,1
16,148,164,8,4,3,3,1
16,156,164,4,4,3,3,1
16,144,168,4,4,3,3,1
16,148,168,8,4,3,3,1
16,156,168,4,4,3,3,1
16,144,172,16,4,3,2,1
16,128,176,16,4,3,1,0
16,128,180,8,4,3,3,1
16,128,184,8,4,3,3,1
16,136,180,8,4,3,3,1
16,136,184,8,4,3,3,1
16,128,188,8,4,3,2,0
16,136,188,8,4,3,2,0
16,144,176,16,4,3,2,1
16,144,180,8,4,3,3,1
16,152,180,8,4,3,3,1
16,144,184,16,4,3,2,1
16,144,188,8,4,3,3,1
16,152,188,8,4,3,3,1
16,160,160,8,4,3,3,0
16,168,160,8,4,3,3,0
16,160,164,8,4,3,3,1
16,168,164,8,4,3,3,1
16,160,168,8,4,3,3,1
16,168,168,8,4,3,3,1
16,160,172,16,4,3,2,1
16,176,160,4,8,3,2,1
16,180,160,8,8,3,2,1
16,188,160,4,8,3,2,1
16,176,168,8,4,3,3,1
16,184,168,8,4,3,3,1
16,176,172,16,4,3,2,1
16,160,176,8,4,3,3,1
16,168,176,8,4,3,3,1
16,160,180,16,4,3,2,0
16,160,184,8,4,3,3,1
16,168,184,8,4,3,3,1
16,160,188,16,4,3,2,1
16,176,176,16,8,3,1,1
16,176,184,8,4,3,3,1
16,184,184,8,4,3,3,1
16,176,188,8,4,3,3,1
16,184,188,8,4,3,3,1
16,192,128,32,4,2,2,0
16,192,132,8,4,2,3,1
16,200,132,16,4,2,3,1
16,216,132,8,4,2,3,1
16,192,136,32,4,2,2,0
16,192,140,32,8,2,2,0
16,192,148,32,4,2,2,0
16,192,152,8,4,2,3,0
16,200,152,16,4,2,3,0
16,216,152,8,4,2,3,0
16,192,156,16,4,2,3,1
16,208,156,16,4,2,3,1
16,224,128,8,4,3,3,1
16,232,128,8,4,3,3,1
16,224,132,8,4,3,3,1
16,232,132,8,4,3,3,1
16,224,136,16,4,3,2,1
16,224,140,16,4,3,2,1
16,240,128,16,4,3,2,1
16,240,132,16,4,3,2,1
16,240,136,4,8,3,3,1
16,244,136,4,8,3,3,1
16,248,136,4,8,3,3,1
16,252,136,4,8,3,3,1
16,224,144,8,4,3,3,1
16,232,144,8,4,3,3,1
16,224,148,4,4,3,3,1
16,228,148,8,4,3,3,1
16,236,148,4,4,3,3,1
16,224,152,8,4,3,3,1
16,232,152,8,4,3,3,1
16,224,156,8,4,3,3,1
16,232,156,8,4,3,3,1
16,240,144,4,4,3,3,1
16,244,144,8,4,3,3,1
16,252,144,4,4,3,3,1
16,240,148,16,4,3,2,1
16,240,152,8,4,3,3,1
16,248,152,8,4,3,3,1
16,240,156,8,4,3,3,1
16,248,156,8,4,3,3,1
16,192,160,16,4,3,2,1
16,192,164,8,4,3,3,1
16,200,164,8,4,3,3,1
16,192,168,16,8,3,1,1
16,208,160,16,4,3,2,1
16,208,164,16,4,3,2,0
16,208,168,16,4,3,2,1
16,208,172,16,4,3,2,1
16,192,176,16,4,3,2,1
16,192,180,8,4,3,3,1
16,200,180,8,4,3,3,1
16,192,184,4,4,3,3,1
16,196,184,8,4,3,3,1
16,204,184,4,4,3,3,1
16,192,188,16,4,3,2,0
16,208,176,4,4,3,3,1
16,212,176,8,4,3,3,1
16,220,176,4,4,3,3,1
16,208,180,8,4,3,3,0
16,216,180,8,4,3,3,0
16,208,184,16,4,3,2,1
16,208,188,4,4,3,3,1
16,212,188,8,4,3,3,1
16,220,188,4,4,3,3,1
16,224,160,8,8,3,2,1
16,232,160,8,4,3,3,1
16,232,164,8,4,3,3,1
16,224,168,16,4,3,2,1
16,224,172,8,4,3,3,1
16,232,172,8,4,3,3,1
16,240,160,16,4,3,2,1
16,240,164,16,4,3,2,1
16,240,168,4,4,3,3,1
16,244,168,8,4,3,3,1
16,252,168,4,4,3,3,1
16,240,172,8,4,3,3,1
16,248,172,8,4,3,3,1
16,224,176,16,4,3,2,1
16,224,180,4,4,3,3,1
16,228,180,8,4,3,3,1
16,236,180,4,4,3,3,1
16,224,184,4,4,3,3,1
16,228,184,8,4,3,3,1
16,236,184,4,4,3,3,1
16,224,188,8,4,3,3,1
16,232,188,8,4,3,3,1
16,240,176,4,4,3,3,1
16,244,176,8,4,3,3,1
16,252,176,4,4,3,3,1
16,240,180,16,4,3,2,1
16,240,184,16,4,3,2,1
16,240,188,16,4,3,2,1
16,128,192,16,4,3,2,1
16,128,196,4,4,3,3,1
16,132,196,8,4,3,3,1
16,140,196,4,4,3,3,1
16,128,200,8,4,3,3,1
16,136,200,8,4,3,3,1
16,128,204,16,4,3,2,1
16,144,192,8,4,3,3,0
16,152,192,8,4,3,3,0
16,144,196,16,4,3,2,1
16,144,200,16,4,3,2,1
16,144,204,16,4,3,2,1
16,128,208,4,4,3,3,1
16,132,208,8,4,3,3,1
16,140,208,4,4,3,3,1
16,128,212,8,4,3,3,1
16,136,212,8,4,3,3,1
16,128,216,4,4,3,3,1
16,132,216,8,4,3,3,1
16,140,216,4,4,3,3,1
16,128,220,8,4,3,3,1
16,136,220,8,4,3,3,1
16,144,208,16,4,3,2,1
16,144,212,16,4,3,2,1
16,144,216,4,4,3,3,1
16,148,216,8,4,3,3,1
16,156,216,4,4,3,3,1
16,144,220,16,4,3,2,1
16,160,192,8,4,3,3,0
16,168,192,8,4,3,3,0
16,160,196,16,4,3,2,1
16,160,200,8,4,3,3,1
16,168,200,8,4,3,3,1
16,160,204,16,4,3,2,0
16,176,192,16,4,3,2,1
16,176,196,16,4,3,2,0
16,176,200,8,4,3,3,1
16,184,200,8,4,3,3,1
16,176,204,16,4,3,2,1
16,160,208,16,4,3,2,0
16,160,212,8,4,3,3,1
16,168,212,8,4,3,3,1
16,160,216,16,4,3,2,0
16,160,220,16,4,3,2,0
16,176,208,8,4,3,3,1
16,184,208,8,4,3,3,1
16,176,212,4,4,3,3,1
16,180,212,8,4,3,3,1
16,188,212,4,4,3,3,1
16,176,216,16,8,3,1,0
16,128,224,32,4,2,3,0
16,128,228,8,4,2,4,1
16,136,228,16,4,2,4,1
16,152,228,8,4,2,4,1
16,128,232,16,4,2,4,0
16,144,232,16,4,2,4,0
16,128,236,32,4,2,3,0
16,160,224,8,4,2,4,1
16,168,224,16,4,2,4,1
16,184,224,8,4,2,4,1
16,160,228,32,4,2,3,0
16,160,232,16,4,2,4,0
16,176,232,16,4,2,4,0
16,160,236,16,4,2,4,0
16,176,236,16,4,2,4,0
16,192,192,16,4,3,2,1
16,192,196,8,4,3,3,0
16,200,196,8,4,3,3,0
16,192,200,16,4,3,2,1
16,192,204,16,4,3,2,1
16,208,192,16,4,3,2,0
16,208,196,8,4,3,3,1
16,216,196,8,4,3,3,1
16,208,200,16,4,3,2,1
16,208,204,8,4,3,3,1
16,216,204,8,4,3,3,1
16,192,208,8,4,3,3,0
16,200,208,8,4,3,3,0
16,192,212,16,4,3,2,0
16,192,216,16,8,3,1,0
16,208,208,4,4,3,2,1
16,212,208,8,4,3,2,1
16,220,208,4,4,3,2,1
16,208,212,4,4,3,3,1
16,208,216,4,4,3,3,1
16,212,212,8,8,3,2,1
16,220,212,4,4,3,3,1
16,220,216,4,4,3,3,1
16,208,220,8,4,3,2,1
16,216,220,8,4,3,2,1
16,224,192,4,4,3,3,1
16,228,192,8,4,3,3,1
16,236,192,4,4,3,3,1
16,224,196,16,4,3,2,1
16,224,200,8,4,3,3,1
16,232,200,8,4,3,3,1
16,224,204,4,4,3,3,1
16,228,204,8,4,3,3,1
16,236,204,4,4,3,3,1
16,240,192,16,4,3,2,1
16,240,196,4,4,3,3,1
16,244,196,8,4,3,3,1
16,252,196,4,4,3,3,1
16,240,200,16,4,3,2,1
16,240,204,8,4,3,3,1
16,248,204,8,4,3,3,1
16,224,208,4,4,3,3,1
16,228,208,8,4,3,3,1
16,236,208,4,4,3,3,1
16,224,212,16,4,3,2,1
16,224,216,16,4,3,2,1
16,224,220,4,4,3,3,1
16,228,220,8,4,3,3,1
16,236,220,4,4,3,3,1
16,240,208,8,4,3,3,1
16,240,212,8,4,3,3,1
16,248,208,4,8,3,3,1
16,252,208,4,8,3,3,1
16,240,216,16,4,3,2,1
16,240,220,4,4,3,3,1
16,244,220,8,4,3,3,1
16,252,220,4,4,3,3,1
16,192,224,32,4,2,3,0
16,192,228,8,4,2,4,1
16,200,228,16,4,2,4,1
16,216,228,8,4,2,4,1
16,192,232,8,4,2,4,1
16,200,232,16,4,2,4,1
16,216,232,8,4,2,4,1
16,192,236,16,4,2,4,0
16,208,236,16,4,2,4,0
16,224,224,8,4,2,4,1
16,232,224,8,4,2,4,1
16,240,224,16,4,2,3,1
16,224,228,16,4,2,4,1
16,224,232,16,4,2,4,1
16,240,228,16,4,2,4,0
16,240,232,16,4,2,4,1
16,224,236,32,4,2,2,0
16,256,128,8,4,3,3,0
16,256,132,8,4,3,3,0
16,264,128,8,4,3,3,1
16,264,132,8,4,3,3,1
16,256,136,4,4,3,3,1
16,260,136,8,4,3,3,1
16,268,136,4,4,3,3,1
16,256,140,16,4,3,2,0
16,272,128,16,4,3,2,0
16,272,132,16,4,3,2,0
16,272,136,8,4,3,3,1
16,280,136,8,4,3,3,1
16,272,140,16,4,3,2,0
16,256,144,16,4,3,1,0
16,256,148,8,8,3,2,0
16,264,148,8,8,3,2,0
16,256,156,8,4,3,2,1
16,264,156,8,4,3,2,1
16,272,144,16,4,3,2,0
16,272,148,8,4,3,3,1
16,280,148,8,4,3,3,1
16,272,152,4,4,3,3,1
16,276,152,8,4,3,3,1
16,284,152,4,4,3,3,1
16,272,156,8,4,3,3,0
16,280,156,8,4,3,3,0
16,288,128,16,4,3,2,1
16,288,132,16,4,3,2,0
16,288,136,16,4,3,2,1
16,288,140,16,4,3,2,0
16,304,128,8,4,3,2,1
16,312,128,8,4,3,2,1
16,304,132,8,4,3,3,1
16,304,136,8,4,3,3,1
16,312,132,8,8,3,2,1
16,304,140,8,4,3,2,1
16,312,140,8,4,3,2,1
16,288,144,8,4,3,2,1
16,296,144,4,4,3,3,1
16,300,144,4,4,3,3,1
16,288,148,8,4,3,3,1
16,288,152,8,4,3,3,1
16,296,148,8,4,3,3,1
16,296,152,8,4,3,3,1
16,288,156,8,4,3,2,1
16,296,156,4,4,3,3,1
16,300,156,4,4,3,3,1
16,304,144,16,4,3,2,1
16,304,148,16,4,3,2,0
16,304,152,16,4,3,2,1
16,304,156,4,4,3,3,1
16,308,156,8,4,3,3,1
16,316,156,4,4,3,3,1
16,256,160,4,4,3,3,1
16,260,160,8,4,3,3,1
16,268,160,4,4,3,3,1
16,256,164,4,4,3,3,1
16,260,164,8,4,3,3,1
16,268,164,4,4,3,3,1
16,256,168,8,4,3,3,1
16,264,168,8,4,3,3,1
16,256,172,16,4,3,2,1
16,272,160,8,4,3,3,1
16,280,160,8,4,3,3,1
16,272,164,8,4,3,3,1
16,280,164,8,4,3,3,1
16,272,168,4,4,3,3,1
16,276,168,8,4,3,3,1
16,284,168,4,4,3,3,1
16,272,172,4,4,3,3,1
16,276,172,8,4,3,3,1
16,284,172,4,4,3,3,1
16,256,176,16,4,3,2,1
16,256,180,8,4,3,3,1
16,264,180,8,4,3,3,1
16,256,184,8,4,3,3,1
16,264,184,8,4,3,3,1
16,256,188,8,4,3,3,1
16,264,188,8,4,3,3,1
16,272,176,4,4,3,3,1
16,276,176,4,4,3,3,1
16,280,176,8,4,3,2,1
16,272,180,4,8,3,2,1
16,276,180,8,4,3,3,1
16,276,184,8,4,3,3,1
16,284,180,4,4,3,3,1
16,284,184,4,4,3,3,1
16,272,188,8,4,3,2,1
16,280,188,4,4,3,3,1
16,284,188,4,4,3,3,1
16,288,160,32,4,2,2,1
16,288,164,8,4,2,3,1
16,296,164,16,4,2,3,1
16,312,164,8,4,2,3,1
16,288,168,16,4,2,3,1
16,304,168,16,4,2,3,1
16,288,172,32,8,2,2,1
16,288,180,16,4,2,3,0
16,304,180,16,4,2,3,1
16,288,184,8,4,2,3,1
16,296,184,16,4,2,3,1
16,312,184,8,4,2,3,1
16,288,188,16,4,2,3,1
16,304,188,16,4,2,3,1
16,320,128,4,4,4,2,1
16,324,128,4,4,4,2,1
16,320,132,8,4,4,1,1
16,328,128,8,4,4,1,1
16,328,132,4,4,4,2,1
16,332,132,4,4,4,2,1
16,320,136,8,8,4,0,0
16,328,136,4,8,4,1,1
16,332,136,4,4,4,2,1
16,332,140,4,4,4,2,1
16,336,128,8,8,3,2,1
16,344,128,8,8,3,2,0
16,336,136,16,4,3,2,1
16,336,140,16,4,3,2,1
16,320,144,8,4,3,3,1
16,328,144,8,4,3,3,1
16,320,148,16,4,3,2,0
16,320,152,4,4,3,3,1
16,324,152,8,4,3,3,1
16,332,152,4,4,3,3,1
16,320,156,16,4,3,2,0
16,336,144,4,4,3,3,1
16,340,144,8,4,3,3,1
16,348,144,4,4,3,3,1
16,336,148,8,4,3,3,1
16,344,148,8,4,3,3,1
16,336,152,8,4,3,3,0
16,344,152,8,4,3,3,0
16,336,156,8,4,3,3,1
16,344,156,8,4,3,3,1
16,352,128,16,4,3,2,1
16,352,132,16,4,3,2,0
16,352,136,16,4,3,2,1
16,352,140,16,4,3,2,0
16,368,128,16,4,3,2,0
16,368,132,16,4,3,2,1
16,368,136,16,4,3,2,0
16,368,140,16,4,3,2,0
16,352,144,16,4,3,2,0
16,352,148,8,4,3,3,1
16,360,148,8,4,3,3,1
16,352,152,16,4,3,2,0
16,352,156,16,4,3,2,0
16,368,144,16,4,3,2,0
16,368,148,16,4,3,2,1
16,368,152,16,8,3,1,0
16,320,160,8,4,3,3,1
16,328,160,8,4,3,3,1
16,320,164,16,4,3,2,0
16,320,168,4,4,3,3,1
16,324,168,8,4,3,3,1
16,332,168,4,4,3,3,1
16,320,172,4,4,3,3,1
16,324,172,8,4,3,3,1
16,332,172,4,4,3,3,1
16,336,160,4,4,3,3,1
16,340,160,4,4,3,3,1
16,344,160,8,4,3,2,1
16,336,164,8,4,3,3,1
16,336,168,8,4,3,3,1
16,344,164,8,4,3,3,1
16,344,168,8,4,3,3,1
16,336,172,4,4,3,2,1
16,340,172,8,4,3,2,1
16,348,172,4,4,3,2,1
16,320,176,8,4,3,3,1
16,328,176,8,4,3,3,1
16,320,180,8,4,3,3,1
16,328,180,8,4,3,3,1
16,320,184,16,4,3,2,0
16,320,188,8,4,3,3,1
16,328,188,8,4,3,3,1
16,336,176,4,4,3,3,1
16,340,176,8,4,3,3,1
16,348,176,4,4,3,3,1
16,336,180,16,4,3,2,1
16,336,184,16,4,3,2,0
16,336,188,16,4,3,2,0
16,352,160,8,4,3,3,1
16,352,164,8,4,3,3,1
16,360,160,8,4,3,3,1
16,360,164,8,4,3,3,1
16,352,168,16,4,3,2,1
16,352,172,8,4,3,3,1
16,360,172,8,4,3,3,1
16,368,160,16,4,3,2,1
16,368,164,16,4,3,2,1
16,368,168,8,4,3,3,1
16,376,168,8,4,3,3,1
16,368,172,8,4,3,3,1
16,376,172,8,4,3,3,1
16,352,176,8,4,3,3,1
16,360,176,8,4,3,3,1
16,352,180,16,4,3,2,0
16,352,184,4,4,3,3,1
16,356,184,8,4,3,3,1
16,364,184,4,4,3,3,1
16,352,188,8,4,3,3,1
16,360,188,8,4,3,3,1
16,368,176,16,4,3,2,1
16,368,180,16,4,3,2,1
16,368,184,8,4,3,3,1
16,376,184,8,4,3,3,1
16,368,188,16,4,3,2,1
16,256,192,16,4,3,2,1
16,256,196,4,4,3,3,1
16,260,196,8,4,3,3,1
16,268,196,4,4,3,3,1
16,256,200,16,4,3,2,1
16,256,204,8,4,3,3,1
16,264,204,8,4,3,3,1
16,272,192,16,4,3,2,1
16,272,196,8,4,3,3,1
16,280,196,8,4,3,3,1
16,272,200,4,4,3,3,1
16,276,200,8,4,3,3,1
16,284,200,4,4,3,3,1
16,272,204,16,4,3,2,1
16,256,208,16,4,3,2,0
16,256,212,4,4,3,3,1
16,260,212,8,4,3,3,1
16,268,212,4,4,3,3,1
16,256,216,8,4,3,3,1
16,264,216,8,4,3,3,1
16,256,220,8,4,3,3,1
16,264,220,8,4,3,3,1
16,272,208,16,4,3,2,1
16,272,212,8,4,3,3,1
16,280,212,8,4,3,3,1
16,272,216,8,4,3,3,1
16,280,216,8,4,3,3,1
16,272,220,8,4,3,3,1
16,280,220,8,4,3,3,1
16,288,192,8,4,3,3,0
16,296,192,8,4,3,3,0
16,288,196,8,4,3,3,1
16,296,196,8,4,3,3,1
16,288,200,4,4,3,3,1
16,292,200,8,4,3,3,1
16,300,200,4,4,3,3,1
16,288,204,8,4,3,3,1
16,296,204,8,4,3,3,1
16,304,192,8,4,3,3,1
16,312,192,8,4,3,3,1
16,304,196,4,4,3,3,1
16,308,196,8,4,3,3,1
16,316,196,4,4,3,3,1
16,304,200,16,4,3,2,1
16,304,204,8,4,3,3,1
16,312,204,8,4,3,3,1
16,288,208,8,4,3,3,1
16,296,208,8,4,3,3,1
16,288,212,16,4,3,2,0
16,288,216,16,4,3,2,1
16,288,220,8,4,3,3,1
16,296,220,8,4,3,3,1
16,304,208,4,4,3,3,1
16,308,208,8,4,3,3,1
16,316,208,4,4,3,3,1
16,304,212,8,4,3,3,1
16,312,212,8,4,3,3,1
16,304,216,4,8,3,2,1
16,308,216,8,8,3,2,1
16,316,216,4,8,3,2,1
16,256,224,4,4,3,3,1
16,260,224,8,4,3,3,1
16,268,224,4,4,3,3,1
16,256,228,16,4,3,2,0
16,256,232,8,4,3,3,1
16,264,232,8,4,3,3,1
16,256,236,8,4,3,3,1
16,264,236,8,4,3,3,1
16,272,224,8,4,4,1,1
16,272,228,8,4,4,1,1
16,280,224,4,4,4,2,1
16,284,224,4,4,4,2,1
16,280,228,8,4,4,1,1
16,272,232,8,4,4,1,1
16,272,236,4,4,4,2,1
16,276,236,4,4,4,2,1
16,280,232,4,4,4,2,1
16,284,232,4,4,4,2,1
16,280,236,8,4,4,1,1
16,288,224,32,4,2,3,0
16,288,228,8,4,2,4,1
16,296,228,16,4,2,4,1
16,312,228,8,4,2,4,1
16,288,232,8,4,2,4,1
16,296,232,16,4,2,4,1
16,312,232,8,4,2,4,1
16,288,236,16,4,2,4,0
16,304,236,16,4,2,4,1
16,320,192,16,4,3,2,1
16,320,196,8,4,3,3,1
16,328,196,8,4,3,3,1
16,320,200,16,4,3,2,1
16,320,204,8,4,3,3,1
16,328,204,8,4,3,3,1
16,336,192,16,4,3,1,1
16,336,196,4,8,3,2,1
16,340,196,8,4,3,3,1
16,340,200,8,4,3,3,1
16,348,196,4,8,3,2,1
16,336,204,16,4,3,1,1
16,320,208,16,4,3,2,0
16,320,212,4,4,3,3,1
16,324,212,8,4,3,3,1
16,332,212,4,4,3,3,1
16,320,216,8,4,3,3,1
16,328,216,8,4,3,3,1
16,320,220,8,4,3,3,1
16,328,220,8,4,3,3,1
16,336,208,8,4,3,3,1
16,344,208,8,4,3,3,1
16,336,212,8,4,3,3,1
16,344,212,8,4,3,3,1
16,336,216,16,4,3,2,1
16,336,220,8,4,3,3,1
16,344,220,8,4,3,3,1
16,352,192,32,4,2,2,1
16,352,196,16,4,2,3,1
16,368,196,16,4,2,3,1
16,352,200,8,4,2,3,1
16,360,200,16,4,2,3,1
16,376,200,8,4,2,3,1
16,352,204,16,8,2,3,1
16,368,204,16,8,2,3,1
16,352,212,32,4,2,2,1
16,352,216,32,4,2,2,0
16,352,220,16,4,2,3,1
16,368,220,16,4,2,3,1
16,320,224,16,4,2,4,0
16,336,224,16,4,2,4,1
16,320,228,32,4,2,3,0
16,320,232,32,4,2,3,0
16,320,236,32,4,2,3,1
16,352,224,32,4,2,2,0
16,352,228,16,4,2,4,0
16,352,232,16,4,2,4,0
16,368,228,4,8,2,4,1
16,372,228,8,8,2,4,1
16,380,228,4,8,2,4,1
16,352,236,32,4,2,2,1
16,0,0,32,8,2,1,1
16,0,8,32,16,2,1,1
16,0,24,32,4,2,2,1
16,0,28,32,4,2,2,1
16,32,0,32,4,2,2,1
16,32,4,32,8,2,2,1
16,32,12,16,4,2,3,1
16,48,12,16,4,2,3,1
16,32,16,32,4,2,2,1
16,32,20,32,8,2,2,1
16,32,28,16,4,2,3,1
16,48,28,16,4,2,3,1
16,0,32,32,16,2,1,1
16,0,48,32,4,2,2,1
16,0,52,16,8,2,3,1
16,16,52,16,8,2,3,1
16,0,60,16,4,2,3,1
16,16,60,16,4,2,3,1
16,32,32,16,4,3,1,1
16,32,36,16,8,3,1,1
16,32,44,16,4,3,1,1
16,48,32,8,8,3,2,1
16,56,32,8,8,3,2,1
16,48,40,16,8,3,1,1
16,32,48,16,4,3,2,1
16,32,52,16,4,3,2,1
16,32,56,16,4,3,2,1
16,32,60,16,4,3,2,1
16,48,48,16,4,3,2,1
16,48,52,16,4,3,2,1
16,48,56,16,4,3,2,1
16,48,60,16,4,3,2,1
16,64,0,32,8,2,1,1
16,64,8,16,4,2,3,1
16,80,8,16,4,2,3,1
16,64,12,32,8,2,2,1
16,64,20,32,4,2,2,1
16,64,24,32,4,2,2,1
16,64,28,16,4,2,3,1
16,80,28,16,4,2,3,1
16,96,0,32,4,2,2,1
16,96,4,16,4,2,3,1
16,112,4,16,4,2,3,1
16,96,8,32,4,2,2,1
16,96,12,16,8,2,3,1
16,112,12,16,8,2,3,1
16,96,20,16,4,2,3,1
16,112,20,16,4,2,3,1
16,96,24,16,4,2,3,1
16,112,24,16,4,2,3,1
16,96,28,32,4,2,2,1
16,64,32,32,8,2,1,1
16,64,40,16,4,2,3,1
16,64,44,16,8,2,3,1
16,64,52,16,4,2,3,1
16,80,40,16,8,2,3,1
16,80,48,16,8,2,3,1
16,64,56,32,4,2,2,1
16,64,60,16,4,2,3,1
16,80,60,16,4,2,3,1
16,96,32,16,4,3,2,1
16,96,36,16,4,3,2,1
16,96,40,16,8,3,1,1
16,112,32,16,16,3,0,1
16,96,48,16,4,3,2,1
16,96,52,16,4,3,2,1
16,96,56,16,4,3,2,1
16,96,60,16,4,3,2,1
16,112,48,16,4,3,2,1
16,112,52,16,4,3,2,1
16,112,56,16,4,3,2,1
16,112,60,16,4,3,2,1
16,0,64,32,8,2,1,1
16,0,72,32,4,2,2,1
16,0,76,32,8,2,2,1
16,0,84,16,4,2,3,1
16,16,84,16,4,2,3,1
16,0,88,8,4,2,3,1
16,8,88,16,4,2,3,1
16,24,88,8,4,2,3,1
16,0,92,8,4,2,3,1
16,8,92,16,4,2,3,1
16,24,92,8,4,2,3,1
16,32,64,16,8,3,1,1
16,32,72,16,4,3,2,1
16,32,76,16,4,3,2,1
16,48,64,16,4,3,2,1
16,48,68,16,4,3,2,1
16,48,72,16,8,3,1,1
16,32,80,16,4,3,1,1
16,32,84,16,8,3,1,1
16,32,92,16,4,3,1,1
16,48,80,16,4,3,2,1
16,48,84,16,4,3,2,1
16,48,88,8,4,3,3,1
16,56,88,8,4,3,3,1
16,48,92,4,4,3,3,1
16,52,92,8,4,3,3,1
16,60,92,4,4,3,3,1
16,0,96,8,8,4,0,0
16,8,96,8,4,4,1,1
16,8,100,4,4,4,2,1
16,12,100,4,4,4,2,1
16,0,104,8,4,4,1,0
16,0,108,8,4,4,1,0
16,8,104,8,4,4,1,1
16,8,108,8,4,4,1,1
16,16,96,16,4,3,2,0
16,16,100,16,4,3,2,0
16,16,104,16,4,3,2,1
16,16,108,16,4,3,2,1
16,0,112,8,4,3,2,0
16,8,112,8,4,3,2,0
16,0,116,16,8,3,1,0
16,0,124,16,4,3,1,0
16,16,112,16,8,3,1,0
16,16,120,16,4,3,2,0
16,16,124,16,4,3,2,0
16,32,96,16,4,2,3,0
16,48,96,16,4,2,3,0
16,32,100,16,8,2,3,0
16,48,100,16,8,2,3,0
16,32,108,32,4,2,2,0
16,32,112,32,4,2,3,0
16,32,116,32,4,2,3,0
16,32,120,32,4,2,3,0
16,32,124,32,4,2,3,0
16,64,64,32,4,2,2,1
16,64,68,16,8,2,3,1
16,80,68,16,8,2,3,1
16,64,76,8,4,2,3,1
16,72,76,16,4,2,3,1
16,88,76,8,4,2,3,1
16,64,80,32,4,2,3,1
16,64,84,32,4,2,3,1
16,64,88,32,4,2,3,1
16,64,92,32,4,2,3,0
16,96,64,16,8,3,1,1
16,96,72,4,4,3,3,1
16,100,72,8,4,3,3,1
16,108,72,4,4,3,3,1
16,96,76,8,4,3,3,1
16,104,76,8,4,3,3,1
16,112,64,16,8,3,1,1
16,112,72,16,4,3,2,1
16,112,76,16,4,3,2,1
16,96,80,16,4,3,2,1
16,96,84,16,4,3,2,1
16,96,88,16,8,3,1,0
16,112,80,16,4,3,2,1
16,112,84,16,4,3,2,1
16,112,88,8,4,3,3,1
16,120,88,8,4,3,3,1
16,112,92,4,4,3,3,1
16,116,92,8,4,3,3,1
16,124,92,4,4,3,3,1
16,64,96,8,4,3,3,1
16,72,96,8,4,3,3,1
16,64,100,16,4,3,2,0
16,64,104,8,4,3,3,1
16,72,104,8,4,3,3,1
16,64,108,8,4,3,3,1
16,72,108,8,4,3,3,1
16,80,96,4,4,3,3,1
16,84,96,8,4,3,3,1
16,92,96,4,4,3,3,1
16,80,100,16,4,3,2,0
16,80,104,16,8,3,1,0
16,64,112,16,4,3,2,0
16,64,116,16,4,3,2,0
16,64,120,4,4,3,3,1
16,68,120,8,4,3,3,1
16,76,120,4,4,3,3,1
16,64,124,16,4,3,2,0
16,80,112,16,4,3,2,0
16,80,116,4,4,3,3,1
16,84,116,8,4,3,3,1
16,92,116,4,4,3,3,1
16,80,120,16,4,3,2,0
16,80,124,16,4,3,2,1
16,96,96,8,4,2,3,1
16,104,96,16,4,2,3,1
16,120,96,8,4,2,3,1
16,96,100,32,4,2,2,0
16,96,104,16,4,2,3,0
16,112,104,16,4,2,3,0
16,96,108,32,8,2,2,0
16,96,116,32,4,2,2,0
16,96,120,16,4,2,3,0
16,112,120,16,4,2,3,0
16,96,124,32,4,2,2,0
16,128,0,16,4,2,3,1
16,128,4,16,4,2,3,1
16,144,0,4,8,2,3,1
16,148,0,8,8,2,3,1
16,156,0,4,8,2,3,1
16,128,8,32,4,2,2,1
16,128,12,32,8,2,2,1
16,128,20,32,4,2,2,1
16,128,24,16,4,2,3,1
16,144,24,16,4,2,3,1
16,128,28,32,4,2,2,1
16,160,0,16,8,3,1,1
16,160,8,16,4,3,2,1
16,160,12,16,4,3,2,1
16,176,0,16,8,3,1,1
16,176,8,16,8,3,1,1
16,160,16,16,8,3,1,1
16,160,24,16,4,3,2,1
16,160,28,8,4,3,3,1
16,168,28,8,4,3,3,1
16,176,16,8,4,3,3,1
16,184,16,8,4,3,3,1
16,176,20,16,4,3,2,1
16,176,24,16,4,3,2,1
16,176,28,16,4,3,2,1
16,128,32,32,4,2,2,1
16,128,36,32,8,2,2,1
16,128,44,16,4,2,3,1
16,144,44,16,4,2,3,1
16,128,48,16,8,2,3,1
16,144,48,16,8,2,3,1
16,128,56,32,4,2,3,1
